Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,Cat5,AvgS5,M5,Co5,NumDeg,NumCertf,numJobs,AverageMonths
Marketing,50436.77654,16,1,Sales,47142.92286,10,1,Executive,123893.3069,57,1,Executive,123893.3069,135,1,Executive,123893.3069,56,1,3,3,5,54.8
HR,51182.90816,24,1,Engineering,81584.97869,93,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,27
HR,51182.90816,66,1,Government,78213.325,4,1,HR,51182.90816,7,1,Service,37263.83653,28,1,Other,53085.31717,6,1,2,3,5,22.2
HR,51182.90816,62,1,HR,51182.90816,8,1,HR,51182.90816,10,1,HR,51182.90816,3,1,HR,51182.90816,3,1,3,3,5,17.2
Management,79819.50204,48,1,Other,53085.31717,108,0,Executive,123893.3069,47,0,Other,53085.31717,67,1,Other,53085.31717,6,1,2,1,5,55.2
IT,69783.6369,74,1,Other,53085.31717,78,1,IT,69783.6369,12,0,IT,69783.6369,6,0,IT,69783.6369,2,1,3,3,5,34.4
Other,53085.31717,64,1,HR,51182.90816,14,1,Management,79819.50204,19,1,Management,79819.50204,24,1,HR,51182.90816,58,1,3,3,5,35.8
Other,53085.31717,6,0,Other,53085.31717,41,1,Other,53085.31717,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,14.75
Other,53085.31717,71,0,Management,79819.50204,104,0,Other,53085.31717,9,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,39.2
Other,53085.31717,21,1,Consultant,78074.16822,3,1,Executive,123893.3069,42,1,HR,51182.90816,2,1,Other,53085.31717,6,0,3,3,5,14.8
HR,51182.90816,4,1,HR,51182.90816,17,1,HR,51182.90816,7,1,HR,51182.90816,5,1,HR,51182.90816,12,1,3,3,5,9
Sales,47142.92286,6,0,Management,79819.50204,15,1,Unemployed,0,54,1,Management,79819.50204,14,1,Management,79819.50204,4,1,1,1,5,18.6
IT,69783.6369,21,1,Other,53085.31717,34,1,IT,69783.6369,76,1,Executive,123893.3069,42,1,Other,53085.31717,139,1,1,1,5,62.4
HR,51182.90816,22,1,Unemployed,0,44,1,Unemployed,0,32,1,Unemployed,0,0,0,Other,53085.31717,6,0,3,3,4,20.8
HR,51182.90816,1,1,Sales,47142.92286,9,1,Unemployed,0,7,1,Unemployed,0,46,0,Unemployed,0,3,0,2,1,5,13.2
Other,53085.31717,28,1,Executive,123893.3069,28,1,Executive,123893.3069,35,1,Other,53085.31717,22,1,Other,53085.31717,49,1,3,1,5,32.4
HR,51182.90816,21,1,Unemployed,0,22,1,HR,51182.90816,56,1,Management,79819.50204,28,0,HR,51182.90816,65,0,1,1,5,38.4
HR,51182.90816,5,1,Unemployed,0,14,1,Management,79819.50204,2,1,Management,79819.50204,31,1,Unemployed,0,5,0,3,3,5,11.4
HR,51182.90816,7,1,Unemployed,0,48,1,Management,79819.50204,79,1,Unemployed,0,71,1,Unemployed,0,22,1,3,1,5,45.4
Executive,123893.3069,11,1,Executive,123893.3069,50,0,Unemployed,0,78,0,Executive,123893.3069,49,0,Executive,123893.3069,71,0,1,1,5,51.8
Executive,123893.3069,37,1,Other,53085.31717,11,1,Unemployed,0,15,0,Executive,123893.3069,8,0,Operations,69434.83383,39,0,3,3,5,22
Executive,123893.3069,20,0,Operations,69434.83383,17,0,Operations,69434.83383,29,0,Finance,60991.45474,23,0,Other,53085.31717,6,0,3,3,5,19
Executive,123893.3069,16,1,Management,79819.50204,12,1,Management,79819.50204,22,1,Management,79819.50204,13,1,Management,79819.50204,27,0,3,3,5,18
Executive,123893.3069,8,1,Executive,123893.3069,9,0,Management,79819.50204,34,1,Management,79819.50204,13,1,Executive,123893.3069,53,0,3,3,5,23.4
Executive,123893.3069,2,1,Executive,123893.3069,20,1,HR,51182.90816,23,1,HR,51182.90816,30,0,HR,51182.90816,19,1,3,3,5,18.8
Executive,123893.3069,21,1,Executive,123893.3069,37,1,Management,79819.50204,69,1,Executive,123893.3069,310,1,Executive,123893.3069,31,1,3,3,5,93.6
Executive,123893.3069,3,1,IT,69783.6369,2,1,Management,79819.50204,9,0,IT,69783.6369,17,0,IT,69783.6369,18,0,3,2,5,9.8
Executive,123893.3069,7,0,Finance,60991.45474,20,1,Unemployed,0,23,1,Academia,63461.28125,3,0,Finance,60991.45474,9,1,3,3,5,12.4
Executive,123893.3069,8,1,Executive,123893.3069,15,0,Management,79819.50204,11,0,Executive,123893.3069,22,1,Management,79819.50204,8,1,3,3,5,12.8
Executive,123893.3069,28,0,Management,79819.50204,146,0,Unemployed,0,100,1,Admin,51794.60833,64,0,Other,53085.31717,6,0,3,3,5,68.8
Executive,123893.3069,11,1,Academia,63461.28125,17,1,Management,79819.50204,23,1,Academia,63461.28125,45,1,HR,51182.90816,47,1,3,3,5,28.6
Executive,123893.3069,19,1,Other,53085.31717,17,0,Management,79819.50204,64,1,Management,79819.50204,6,1,Executive,123893.3069,41,0,3,1,5,29.4
Executive,123893.3069,31,1,Sales,47142.92286,11,1,Service,37263.83653,6,1,Government,78213.325,64,1,Management,79819.50204,101,1,3,3,5,42.6
Executive,123893.3069,52,1,Executive,123893.3069,62,0,Management,79819.50204,24,0,Management,79819.50204,4,0,Management,79819.50204,16,1,3,3,5,31.6
Executive,123893.3069,48,1,Finance,60991.45474,55,1,Sales,47142.92286,6,1,Operations,69434.83383,6,1,Other,53085.31717,6,0,2,1,5,24.2
Executive,123893.3069,47,0,Executive,123893.3069,48,1,Other,53085.31717,21,0,Executive,123893.3069,36,0,Executive,123893.3069,20,0,3,3,5,34.4
Executive,123893.3069,40,1,Management,79819.50204,124,0,Unemployed,0,12,1,Finance,60991.45474,44,0,Other,53085.31717,4,0,3,3,5,44.8
Executive,123893.3069,39,1,Executive,123893.3069,50,1,Executive,123893.3069,62,1,Executive,123893.3069,62,1,Management,79819.50204,81,0,3,3,5,58.8
Executive,123893.3069,39,1,Executive,123893.3069,50,1,Executive,123893.3069,62,1,Executive,123893.3069,62,1,Management,79819.50204,81,0,3,3,5,58.8
Executive,123893.3069,27,1,Management,79819.50204,21,0,Executive,123893.3069,11,0,Marketing,50436.77654,5,0,Academia,63461.28125,3,0,3,3,5,13.4
Executive,123893.3069,25,1,Sales,47142.92286,11,1,Other,53085.31717,32,0,HR,51182.90816,4,1,Executive,123893.3069,9,1,3,3,5,16.2
Executive,123893.3069,20,1,Executive,123893.3069,7,1,Admin,51794.60833,17,1,Finance,60991.45474,18,1,Other,53085.31717,6,1,2,1,5,13.6
Executive,123893.3069,20,1,Executive,123893.3069,7,1,Admin,51794.60833,17,1,Finance,60991.45474,18,1,Other,53085.31717,6,1,2,1,5,13.6
Executive,123893.3069,16,1,Management,79819.50204,55,1,Unemployed,0,145,1,Management,79819.50204,88,0,Management,79819.50204,78,1,3,3,5,76.4
Executive,123893.3069,16,0,Executive,123893.3069,14,0,Management,79819.50204,7,0,Management,79819.50204,6,0,IT,69783.6369,8,0,3,3,5,10.2
Executive,123893.3069,15,1,Marketing,50436.77654,55,1,Unemployed,0,10,0,IT,69783.6369,78,0,Management,79819.50204,35,0,3,3,5,38.6
Executive,123893.3069,13,1,Academia,63461.28125,55,0,Management,79819.50204,14,1,Operations,69434.83383,21,0,Engineering,81584.97869,6,0,3,3,5,21.8
Executive,123893.3069,9,0,Executive,123893.3069,24,0,HR,51182.90816,8,1,Management,79819.50204,5,0,Management,79819.50204,42,1,3,3,5,17.6
Executive,123893.3069,7,1,Management,79819.50204,385,1,Management,79819.50204,53,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,91.4
Executive,123893.3069,6,1,Management,79819.50204,7,1,Management,79819.50204,17,1,Other,53085.31717,42,1,Service,37263.83653,4,1,3,3,5,15.2
Executive,123893.3069,6,0,Executive,123893.3069,157,0,Unemployed,0,60,0,Service,37263.83653,38,0,Operations,69434.83383,32,1,3,3,5,58.6
Executive,123893.3069,5,0,Executive,123893.3069,15,0,Executive,123893.3069,50,0,Management,79819.50204,225,1,Other,53085.31717,6,0,3,3,5,60.2
Executive,123893.3069,4,1,Executive,123893.3069,69,0,Management,79819.50204,54,1,Management,79819.50204,75,0,Unemployed,0,0,0,2,1,4,40.4
Executive,123893.3069,3,1,Management,79819.50204,60,0,Unemployed,0,29,0,Executive,123893.3069,44,0,Executive,123893.3069,71,0,3,3,5,41.4
Executive,123893.3069,3,1,Management,79819.50204,17,0,Unemployed,0,22,1,IT,69783.6369,10,1,Sales,47142.92286,11,0,3,3,5,12.6
Executive,123893.3069,57,0,Management,79819.50204,20,0,Management,79819.50204,59,1,Management,79819.50204,49,1,Engineering,81584.97869,2,0,3,3,5,37.4
Executive,123893.3069,8,1,Executive,123893.3069,6,1,Unemployed,0,10,1,Executive,123893.3069,34,1,Executive,123893.3069,17,1,3,3,5,15
Executive,123893.3069,43,1,Executive,123893.3069,21,1,Executive,123893.3069,17,0,Executive,123893.3069,3,0,Management,79819.50204,41,0,3,3,5,25
Executive,123893.3069,36,1,Management,79819.50204,76,1,Unemployed,0,40,1,Finance,60991.45474,44,0,Other,53085.31717,6,0,3,3,5,40.4
Executive,123893.3069,0,1,Executive,123893.3069,28,1,Executive,123893.3069,19,1,Executive,123893.3069,40,1,Consultant,78074.16822,19,1,3,3,4,21.2
Executive,123893.3069,51,1,Executive,123893.3069,92,1,Management,79819.50204,84,1,Management,79819.50204,33,0,Management,79819.50204,19,1,3,3,5,55.8
Executive,123893.3069,18,1,Executive,123893.3069,19,0,Unemployed,0,19,0,Executive,123893.3069,8,1,HR,51182.90816,14,1,3,3,5,15.6
Executive,123893.3069,3,1,Executive,123893.3069,43,1,Executive,123893.3069,18,0,Management,79819.50204,15,0,Executive,123893.3069,5,1,3,3,5,16.8
Executive,123893.3069,79,1,Other,53085.31717,33,1,IT,69783.6369,20,1,Marketing,50436.77654,72,1,Executive,123893.3069,85,1,3,3,5,57.8
Executive,123893.3069,41,0,Consultant,78074.16822,93,1,Executive,123893.3069,135,1,Executive,123893.3069,84,0,Management,79819.50204,14,0,3,3,5,73.4
Executive,123893.3069,3,1,HR,51182.90816,13,1,Sales,47142.92286,26,1,Management,79819.50204,13,0,Management,79819.50204,42,1,3,1,5,19.4
Executive,123893.3069,2,1,Executive,123893.3069,33,1,Unemployed,0,3,1,Executive,123893.3069,22,0,Unemployed,0,6,0,3,3,5,13.2
Executive,123893.3069,24,1,Executive,123893.3069,49,1,Unemployed,0,89,1,IT,69783.6369,115,1,Engineering,81584.97869,17,0,3,3,5,58.8
Executive,123893.3069,6,1,IT,69783.6369,41,1,Academia,63461.28125,32,0,IT,69783.6369,16,1,IT,69783.6369,37,0,3,3,5,26.4
Executive,123893.3069,19,1,Management,79819.50204,12,1,Unemployed,0,8,0,Other,53085.31717,8,0,Executive,123893.3069,12,1,3,3,5,11.8
Executive,123893.3069,68,0,Executive,123893.3069,78,0,Executive,123893.3069,78,0,Other,53085.31717,78,0,Other,53085.31717,83,0,3,3,5,77
Executive,123893.3069,115,0,IT,69783.6369,92,0,Other,53085.31717,16,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,47
IT,69783.6369,4,1,Executive,123893.3069,8,1,Unemployed,0,62,1,Finance,60991.45474,24,0,Management,79819.50204,108,0,2,2,5,41.2
Engineering,81584.97869,30,1,IT,69783.6369,27,1,Unemployed,0,2,0,Engineering,81584.97869,2,0,Other,53085.31717,6,0,3,3,5,13.4
Service,37263.83653,6,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,1.2
Sales,47142.92286,1,1,Sales,47142.92286,13,1,Other,53085.31717,1,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,5.4
Service,37263.83653,7,1,Consultant,78074.16822,4,0,Management,79819.50204,12,0,Management,79819.50204,35,0,IT,69783.6369,13,0,3,3,5,14.2
Service,37263.83653,21,1,HR,51182.90816,6,1,HR,51182.90816,17,1,Sales,47142.92286,6,1,Other,53085.31717,4,1,3,3,5,10.8
Service,37263.83653,42,0,Service,37263.83653,31,1,Marketing,50436.77654,6,1,Service,37263.83653,2,1,Management,79819.50204,6,1,1,1,5,17.4
IT,69783.6369,19,1,Academia,63461.28125,3,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,2,1,2,4.4
IT,69783.6369,16,1,IT,69783.6369,8,1,Unemployed,0,17,1,IT,69783.6369,62,0,Unemployed,0,0,0,3,3,4,20.6
IT,69783.6369,44,1,IT,69783.6369,59,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,2,3,2,20.6
IT,69783.6369,6,1,IT,69783.6369,102,1,IT,69783.6369,40,0,IT,69783.6369,11,0,IT,69783.6369,7,0,3,3,5,33.2
IT,69783.6369,2,1,IT,69783.6369,34,1,IT,69783.6369,8,0,IT,69783.6369,1,1,IT,69783.6369,5,1,3,3,5,10
IT,69783.6369,163,1,IT,69783.6369,70,1,Unemployed,0,6,1,IT,69783.6369,9,1,IT,69783.6369,4,1,3,3,5,50.4
Other,53085.31717,118,0,Engineering,81584.97869,5,0,Consultant,78074.16822,2,0,Operations,69434.83383,28,0,Operations,69434.83383,31,0,3,3,5,36.8
Executive,123893.3069,127,1,IT,69783.6369,16,0,Finance,60991.45474,30,1,IT,69783.6369,10,1,IT,69783.6369,5,1,3,3,5,37.6
Management,79819.50204,60,1,Management,79819.50204,2,0,Management,79819.50204,78,0,Management,79819.50204,256,0,Other,53085.31717,6,0,3,3,5,80.4
HR,51182.90816,6,1,Other,53085.31717,5,1,Unemployed,0,11,1,Unemployed,0,49,1,Unemployed,0,11,1,3,2,5,16.4
Management,79819.50204,41,1,Management,79819.50204,43,1,Management,79819.50204,4,1,Other,53085.31717,31,1,Management,79819.50204,40,0,3,3,5,31.8
Management,79819.50204,19,1,Consultant,78074.16822,17,1,Management,79819.50204,76,1,Government,78213.325,16,1,Other,53085.31717,17,1,3,3,5,29
Management,79819.50204,11,1,Admin,51794.60833,47,1,Executive,123893.3069,16,1,Academia,63461.28125,19,1,Other,53085.31717,40,1,3,3,5,26.6
Management,79819.50204,6,1,Executive,123893.3069,9,0,Executive,123893.3069,9,1,Service,37263.83653,20,0,Other,53085.31717,5,1,3,3,5,9.8
Marketing,50436.77654,27,1,Other,53085.31717,12,1,Unemployed,0,16,1,Other,53085.31717,25,1,Marketing,50436.77654,5,1,3,3,5,17
Marketing,50436.77654,2,1,Other,53085.31717,3,0,Unemployed,0,6,0,Marketing,50436.77654,8,1,Marketing,50436.77654,29,1,3,3,5,9.6
Marketing,50436.77654,48,1,Marketing,50436.77654,12,1,Other,53085.31717,23,1,Marketing,50436.77654,7,1,IT,69783.6369,14,0,3,3,5,20.8
Marketing,50436.77654,15,1,Marketing,50436.77654,14,1,Marketing,50436.77654,4,1,Other,53085.31717,4,1,Other,53085.31717,6,1,2,1,5,8.6
Marketing,50436.77654,15,1,Marketing,50436.77654,14,1,Marketing,50436.77654,4,1,Other,53085.31717,4,1,Other,53085.31717,6,1,2,1,5,8.6
Marketing,50436.77654,5,0,Finance,60991.45474,13,0,Other,53085.31717,13,0,Academia,63461.28125,20,0,Management,79819.50204,27,1,3,3,5,15.6
Marketing,50436.77654,7,1,Marketing,50436.77654,17,1,Unemployed,0,39,0,Management,79819.50204,20,1,Other,53085.31717,2,0,3,3,5,17
Marketing,50436.77654,18,1,Marketing,50436.77654,3,1,Unemployed,0,36,1,Other,53085.31717,3,1,Other,53085.31717,4,1,3,3,5,12.8
Marketing,50436.77654,140,1,Other,53085.31717,19,0,Unemployed,0,12,0,Unemployed,0,0,0,IT,69783.6369,6,1,1,1,4,35.4
Marketing,50436.77654,25,1,Marketing,50436.77654,30,1,Service,37263.83653,15,1,Marketing,50436.77654,8,1,Unemployed,0,0,0,2,1,4,15.6
Management,79819.50204,24,1,Management,79819.50204,65,1,Management,79819.50204,16,1,Marketing,50436.77654,88,0,Other,53085.31717,6,0,3,3,5,39.8
Management,79819.50204,19,1,Service,37263.83653,77,1,Unemployed,0,28,1,Other,53085.31717,28,1,Admin,51794.60833,6,0,3,3,5,31.6
Management,79819.50204,7,1,Marketing,50436.77654,24,1,Unemployed,0,42,1,Marketing,50436.77654,49,1,Marketing,50436.77654,17,1,3,3,5,27.8
Marketing,50436.77654,149,0,IT,69783.6369,31,0,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,3,37.2
Marketing,50436.77654,15,1,Other,53085.31717,55,1,Other,53085.31717,24,1,Executive,123893.3069,51,1,Executive,123893.3069,20,1,3,3,5,33
Marketing,50436.77654,10,1,Service,37263.83653,42,1,Unemployed,0,11,0,Other,53085.31717,145,0,Other,53085.31717,6,1,1,1,5,42.8
Marketing,50436.77654,6,1,Management,79819.50204,10,1,Other,53085.31717,2,1,Consultant,78074.16822,43,0,Other,53085.31717,24,0,3,3,5,17
Management,79819.50204,51,1,Consultant,78074.16822,8,1,Marketing,50436.77654,37,1,Service,37263.83653,8,0,Other,53085.31717,15,0,3,3,5,23.8
Other,53085.31717,96,0,Management,79819.50204,270,0,Other,53085.31717,12,0,Management,79819.50204,11,0,Other,53085.31717,6,0,2,1,5,79
Admin,51794.60833,87,1,Management,79819.50204,102,1,Service,37263.83653,15,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,43.2
Other,53085.31717,37,1,Service,37263.83653,19,0,Academia,63461.28125,27,0,Other,53085.31717,9,0,Service,37263.83653,6,0,3,3,5,19.6
Other,53085.31717,55,1,Other,53085.31717,3,1,IT,69783.6369,5,1,Unemployed,0,0,0,Management,79819.50204,6,1,1,1,4,13.8
Finance,60991.45474,31,1,Marketing,50436.77654,33,1,Unemployed,0,6,1,Marketing,50436.77654,61,1,Other,53085.31717,14,0,3,3,5,29
Management,79819.50204,47,0,Other,53085.31717,17,1,Unemployed,0,6,1,Other,53085.31717,5,1,Unemployed,0,14,0,3,3,5,17.8
Management,79819.50204,15,1,IT,69783.6369,11,1,Academia,63461.28125,27,1,Other,53085.31717,26,0,Academia,63461.28125,9,0,3,3,5,17.6
Other,53085.31717,19,0,Other,53085.31717,20,0,Executive,123893.3069,80,1,Other,53085.31717,2,1,Unemployed,0,7,1,3,3,5,25.6
Health,32338,19,1,Service,37263.83653,18,1,Unemployed,0,38,1,Finance,60991.45474,12,1,Other,53085.31717,6,0,3,3,5,18.6
Government,78213.325,6,1,IT,69783.6369,21,1,Academia,63461.28125,7,1,Finance,60991.45474,67,1,HR,51182.90816,6,1,2,1,5,21.4
Government,78213.325,6,1,IT,69783.6369,21,1,Academia,63461.28125,7,1,Finance,60991.45474,67,1,HR,51182.90816,6,1,2,1,5,21.4
Other,53085.31717,11,1,Operations,69434.83383,40,0,Operations,69434.83383,18,0,IT,69783.6369,33,0,HR,51182.90816,18,0,3,3,5,24
Management,79819.50204,24,1,Other,53085.31717,18,1,Operations,69434.83383,31,1,Unemployed,0,11,1,Operations,69434.83383,11,1,3,3,5,19
IT,69783.6369,9,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,2,1,1,1.8
IT,69783.6369,3,1,IT,69783.6369,7,1,Unemployed,0,3,1,Academia,63461.28125,7,1,IT,69783.6369,9,1,3,3,5,5.8
Admin,51794.60833,103,0,Unemployed,0,10,1,Other,53085.31717,3,1,HR,51182.90816,3,1,HR,51182.90816,5,1,3,3,5,24.8
IT,69783.6369,19,1,Unemployed,0,5,1,Unemployed,0,11,1,IT,69783.6369,4,1,Unemployed,0,5,1,3,3,5,8.8
HR,51182.90816,22,1,HR,51182.90816,16,0,Unemployed,0,60,0,IT,69783.6369,10,0,Unemployed,0,47,0,3,3,5,31
Finance,60991.45474,19,0,Unemployed,0,22,0,Unemployed,0,29,1,Service,37263.83653,28,1,Unemployed,0,48,0,2,1,5,29.2
HR,51182.90816,46,1,HR,51182.90816,41,1,Unemployed,0,16,1,Unemployed,0,24,1,Other,53085.31717,15,1,2,2,5,28.4
HR,51182.90816,8,1,HR,51182.90816,2,1,Unemployed,0,2,1,IT,69783.6369,26,1,Unemployed,0,5,1,3,1,5,8.6
HR,51182.90816,16,1,Unemployed,0,29,1,Unemployed,0,27,1,HR,51182.90816,14,0,Unemployed,0,0,0,3,1,4,17.2
HR,51182.90816,35,1,IT,69783.6369,30,1,HR,51182.90816,104,1,Unemployed,0,24,1,HR,51182.90816,27,0,2,2,5,44
HR,51182.90816,12,1,Unemployed,0,8,1,HR,51182.90816,15,0,Unemployed,0,3,0,IT,69783.6369,17,1,3,2,5,11
HR,51182.90816,22,1,HR,51182.90816,12,1,Unemployed,0,4,1,Unemployed,0,0,0,Unemployed,0,0,0,2,2,3,7.6
HR,51182.90816,5,1,HR,51182.90816,10,1,Unemployed,0,53,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,3,13.6
HR,51182.90816,31,1,Unemployed,0,24,1,Unemployed,0,4,1,Unemployed,0,6,0,HR,51182.90816,3,1,3,2,5,13.6
HR,51182.90816,21,1,Unemployed,0,9,0,Unemployed,0,17,1,Unemployed,0,11,0,Academia,63461.28125,33,0,3,2,5,18.2
HR,51182.90816,19,1,HR,51182.90816,13,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,2,6.4
HR,51182.90816,18,1,IT,69783.6369,3,1,IT,69783.6369,3,1,IT,69783.6369,5,1,IT,69783.6369,5,1,3,2,5,6.8
HR,51182.90816,17,1,Unemployed,0,7,1,Unemployed,0,13,1,Unemployed,0,16,0,Other,53085.31717,24,0,2,1,5,15.4
HR,51182.90816,10,1,Unemployed,0,6,1,Unemployed,0,26,1,HR,51182.90816,23,1,Sales,47142.92286,79,0,0,3,5,28.8
HR,51182.90816,9,1,Unemployed,0,6,1,Unemployed,0,23,1,Unemployed,0,3,0,Other,53085.31717,9,0,3,1,5,10
HR,51182.90816,103,1,IT,69783.6369,41,0,Unemployed,0,8,1,Executive,123893.3069,166,1,Unemployed,0,0,0,3,1,4,63.6
HR,51182.90816,16,1,HR,51182.90816,17,0,Sales,47142.92286,31,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,12.8
HR,51182.90816,29,1,Unemployed,0,5,1,Management,79819.50204,12,0,Unemployed,0,2,0,Unemployed,0,23,0,2,1,5,14.2
HR,51182.90816,7,1,Other,53085.31717,113,0,Other,53085.31717,12,0,Unemployed,0,0,0,Unemployed,0,0,0,1,2,3,26.4
HR,51182.90816,25,1,Unemployed,0,24,1,Unemployed,0,12,1,Unemployed,0,48,1,Management,79819.50204,42,1,2,1,5,30.2
HR,51182.90816,19,1,IT,69783.6369,28,1,IT,69783.6369,21,1,IT,69783.6369,11,1,HR,51182.90816,14,1,3,1,5,18.6
HR,51182.90816,21,1,Unemployed,0,8,1,Unemployed,0,6,1,HR,51182.90816,7,1,HR,51182.90816,6,1,2,1,5,9.6
HR,51182.90816,6,0,Consultant,78074.16822,91,1,HR,51182.90816,117,0,Sales,47142.92286,76,1,Unemployed,0,0,0,2,3,4,58
HR,51182.90816,77,1,Unemployed,0,1,0,Unemployed,0,45,1,Unemployed,0,54,0,HR,51182.90816,13,0,2,1,5,38
HR,51182.90816,65,1,Unemployed,0,14,1,Unemployed,0,19,1,Unemployed,0,47,1,HR,51182.90816,7,1,3,3,5,30.4
HR,51182.90816,5,1,Unemployed,0,9,1,Management,79819.50204,59,1,Management,79819.50204,33,0,Unemployed,0,6,1,2,1,5,22.4
HR,51182.90816,5,1,Unemployed,0,31,1,IT,69783.6369,78,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,3,22.8
HR,51182.90816,59,1,Unemployed,0,12,1,Unemployed,0,57,1,Admin,51794.60833,12,0,Unemployed,0,0,0,3,1,4,28
IT,69783.6369,16,1,Unemployed,0,19,1,Unemployed,0,4,1,Unemployed,0,46,0,IT,69783.6369,18,0,2,2,5,20.6
Management,79819.50204,18,0,IT,69783.6369,47,0,Unemployed,0,48,1,Other,53085.31717,43,1,Other,53085.31717,17,1,3,3,5,34.6
IT,69783.6369,6,0,Executive,123893.3069,478,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,2,119.5
IT,69783.6369,1,0,Other,53085.31717,4,1,IT,69783.6369,23,1,Management,79819.50204,2,1,Management,79819.50204,29,1,3,3,5,11.8
Consultant ,78074.16822,91,1,Unemployed,0,72,1,Unemployed,0,40,0,IT,69783.6369,40,0,Other,53085.31717,6,0,3,3,5,49.8
Consultant ,78074.16822,50,0,Service,37263.83653,12,1,Unemployed,0,3,1,Sales,47142.92286,20,1,Other,53085.31717,6,0,3,3,5,18.2
Consultant ,78074.16822,49,1,Finance,60991.45474,3,0,Unemployed,0,3,0,Unemployed,0,2,0,Other,53085.31717,6,0,3,3,5,12.6
Consultant ,78074.16822,37,1,HR,51182.90816,63,1,Operations,69434.83383,16,0,Executive,123893.3069,32,0,Operations,69434.83383,132,0,3,3,5,56
Consultant ,78074.16822,28,1,IT,69783.6369,6,1,Sales,47142.92286,22,1,IT,69783.6369,2,1,Unemployed,0,0,0,2,1,4,11.6
Consultant ,78074.16822,28,1,IT,69783.6369,6,1,Sales,47142.92286,22,1,IT,69783.6369,2,1,Unemployed,0,0,0,2,1,4,11.6
Consultant ,78074.16822,23,1,Consultant,78074.16822,7,1,Operations,69434.83383,4,1,Academia,63461.28125,3,1,Sales,47142.92286,27,1,3,3,5,12.8
Consultant ,78074.16822,18,1,Finance,60991.45474,17,1,Finance,60991.45474,3,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,10
Consultant ,78074.16822,16,1,Academia,63461.28125,41,0,Academia,63461.28125,52,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,24.2
Consultant ,78074.16822,15,0,Management,79819.50204,7,1,Operations,69434.83383,108,1,Finance,60991.45474,7,1,Other,53085.31717,27,0,3,3,5,32.8
Consultant ,78074.16822,14,1,IT,69783.6369,31,1,IT,69783.6369,8,1,IT,69783.6369,10,1,Unemployed,0,4,1,3,3,5,13.4
Consultant ,78074.16822,12,1,Finance,60991.45474,95,0,IT,69783.6369,25,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,28.8
Consultant ,78074.16822,11,1,IT,69783.6369,30,1,IT,69783.6369,4,1,Unemployed,0,46,1,IT,69783.6369,48,0,3,3,5,27.8
Consultant ,78074.16822,4,1,Admin,51794.60833,26,1,IT,69783.6369,3,0,Executive,123893.3069,23,1,IT,69783.6369,14,1,3,3,5,14
Consultant ,78074.16822,4,1,Academia,63461.28125,6,1,Sales,47142.92286,18,0,HR,51182.90816,12,0,HR,51182.90816,46,0,3,3,5,17.2
IT,69783.6369,24,1,IT,69783.6369,13,1,Unemployed,0,38,0,IT,69783.6369,162,0,Other,53085.31717,13,0,2,3,5,50
Management,79819.50204,46,0,Management,79819.50204,71,0,Unemployed,0,14,0,Management,79819.50204,1,1,Other,53085.31717,6,1,2,1,5,27.6
IT,69783.6369,36,1,Engineering,81584.97869,25,0,Unemployed,0,2,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,15
Consultant ,78074.16822,241,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,1,48.2
IT,69783.6369,19,1,Management,79819.50204,29,1,HR,51182.90816,14,1,HR,51182.90816,11,1,Management,79819.50204,10,1,3,1,5,16.6
IT,69783.6369,6,1,Finance,60991.45474,18,1,Academia,63461.28125,18,1,Finance,60991.45474,3,1,Other,53085.31717,6,0,3,3,5,10.2
HR,51182.90816,11,1,HR,51182.90816,33,0,Finance,60991.45474,8,0,HR,51182.90816,12,1,HR,51182.90816,18,0,3,3,5,16.4
